id,Action
1,0.032561587333305386
2,0.9900824434148211
3,0.9913722968757406
4,0.9195424621099508
5,0.9995925870097796
6,0.9984381593531912
7,0.8004441984305227
8,0.9998962750336222
9,0.08657670560923292
10,0.8832083928091596
11,0.8987573315771761
12,0.7410716980984554
13,0.8862123534402065
14,0.01823347410805576
15,0.8784286069620815
16,0.9697467422735049
17,0.02691955877156471
18,0.33666061315940266
19,0.998165762681907
20,0.9923217119171406
21,0.990643460420658
22,0.9447974986861587
23,0.9252392680938654
24,0.7913638432471696
25,0.9786659036402179
26,0.6489762545725467
27,0.9753146108961739
28,0.2330902277011724
29,0.9807784392314769
30,0.4486837783630525
31,0.9743626124038187
32,0.868777317257131
33,0.9035721912820593
34,0.9943538961922962
35,0.9546831867216881
36,0.997367433883137
37,0.9098167525999934
38,0.982937607510226
39,0.7993816205423094
40,0.4956005051429886
41,0.05988948552344553
42,0.9938467104815347
43,0.877750709652332
44,0.9886989014897605
45,0.982865378685507
46,0.6670795149947699
47,0.9997598704543476
48,0.8439346034014157
49,0.9997555483864872
50,0.98309179563045
51,0.8690346779345716
52,0.9843187804796837
53,0.9224421399521456
54,0.9994408057717862
55,0.9736015404981918
56,0.5418732195898074
57,0.9353023731372652
58,0.9993941929412932
59,0.9888553732958678
60,0.9959902591969074
61,0.9844238113148175
62,0.9754948676403749
63,0.923092698173577
64,0.9961119923280937
65,0.9948545732846044
66,0.9955579797450509
67,0.8577872522044275
68,0.9996270083085499
69,0.8761586487392359
70,0.011890514017502851
71,0.9205674660707535
72,0.9971268202883967
73,0.9943847559900604
74,0.9937183324385971
75,0.9908410939278738
76,0.9972670975080308
77,0.9928020879188246
78,0.4546592234965208
79,0.09989002136808689
80,0.9701046200510143
81,0.999562704874807
82,0.9749777576363684
83,0.9672416878867279
84,0.9916498174437842
85,0.9023722944005984
86,0.23016702335739447
87,0.87490628978079
88,0.9775012742263338
89,0.993323746669141
90,0.4263425459470189
91,0.9047192091163729
92,0.2344092682915995
93,0.9982210630826429
94,0.6555116361922815
95,0.9508023198653484
96,0.9435597387598198
97,0.04163994121088499
98,0.9627911319542315
99,0.9978716048637432
100,0.9883998037459872
101,0.8799866215604767
102,0.06320599372296987
103,0.9712529447656192
104,0.4903878495859759
105,0.14392712272819552
106,0.9936842909558611
107,0.9991609987812274
108,0.8740190390019252
109,0.993079889455013
110,0.9272601234381476
111,0.21950303973768645
112,0.9701192720813684
113,0.8232670012893238
114,0.992718013370009
115,0.9803596536599889
116,0.8701308217457163
117,0.8113596221670721
118,0.994548190260345
119,0.9992295402574617
120,0.984351930019036
121,0.9680653899775108
122,0.9912727172263948
123,0.426568849260464
124,0.9968150720787691
125,0.9770709721811757
126,0.24614337214246484
127,0.019293791746228472
128,0.22176826576131647
129,0.4703109965449212
130,0.9181523786693834
131,0.9987197377743993
132,0.9959580350733219
133,0.9208256121142983
134,0.1661711075399792
135,0.9944314105567494
136,0.8020989410987511
137,0.9920454874744381
138,0.7414472376812589
139,0.6212923355258129
140,0.9995068856128017
141,0.9543994514171602
142,0.9594580057901118
143,0.9926012179923945
144,0.9955968449779861
145,0.999639714330094
146,0.014037078470798714
147,0.007149490371107015
148,0.23499223201184374
149,0.9995822705934434
150,0.9804549468538224
151,0.9969563618083018
152,0.46030072660421095
153,0.9757113342310257
154,0.7623506994154853
155,0.8657204702074036
156,0.8465405731257492
157,0.9355394462206523
158,0.9911399217895606
159,0.9585888913872963
160,0.8453947197866755
161,0.03173962740314873
162,0.9980611198650037
163,0.9934347024670456
164,0.8720935620366723
165,0.9785288321670644
166,0.9999070987331723
167,0.6035172345274978
168,0.9481249069689257
169,0.937271906148368
170,0.9950494930680379
171,0.989029724176561
172,0.9847357740555508
173,0.9783031574690333
174,0.9809800392582028
175,0.9931973836927133
176,0.9992204541513992
177,0.47438779635490813
178,0.9951123934665185
179,0.9868339646174848
180,0.03710906716340967
181,0.029130085475855938
182,0.8705582915150848
183,0.6878035007869665
184,0.7996186918248752
185,0.992837455762077
186,0.4688988246645944
187,0.9953027413395432
188,0.8606123362270354
189,0.22091899998396514
190,0.9954698226029712
191,0.9998529278528183
192,0.8618918511422405
193,0.9995917497191213
194,0.9931403384951495
195,0.9672371783185968
196,0.9990123216843133
197,0.9918450175502491
198,0.8172596553126497
199,0.9962523829578567
200,0.15241337578776726
201,0.9903398821858778
202,0.9578718451404595
203,0.2979528214901458
204,0.8026010425540925
205,0.9981136602698679
206,0.9788321262115575
207,0.9892490520263975
208,0.9504005059668107
209,0.013071908573929036
210,0.7632989876369576
211,0.7913946731731075
212,0.7989768018933748
213,0.9994146010529862
214,0.8665396931399777
215,0.945005608700199
216,0.7679370103266477
217,0.5052601460647911
218,0.9960610305463752
219,0.9627975128800651
220,0.5455659653078669
221,0.005483392226056316
222,0.9997189043977506
223,0.9995527448025145
224,0.7358499144536386
225,0.9268273385545158
226,0.4104564369261867
227,0.34215872632325794
228,0.9416920581006706
229,0.9996256413446525
230,0.9717450165464069
231,0.9390717803037423
232,0.8017429458115476
233,0.7577663865290496
234,0.07328918813166319
235,0.7903752813143144
236,0.42710814674358244
237,0.6860538987156136
238,0.8930679447543751
239,0.6333468155654064
240,0.9910793221419717
241,0.8774040866343746
242,0.008367203055673955
243,0.07961692215956606
244,0.9075228666455293
245,0.36381085908034205
246,0.9913891924549507
247,0.9240978971333363
248,0.8937997080515768
249,0.9797417706460035
250,0.9915388757454427
251,0.9925001461181289
252,0.6649374034881009
253,0.9959996979077312
254,0.999063005164649
255,0.9998517369722821
256,0.8477901508064576
257,0.9928136744707137
258,0.33094123804213704
259,0.4652165171011774
260,0.9993592342822357
261,0.9938248608949489
262,0.9509668591017784
263,0.9989550216770382
264,0.9989107565621627
265,0.9922727496053023
266,0.9568238579490376
267,0.5977560410535204
268,0.9923723633836754
269,0.9362724107273543
270,0.9811503158478769
271,0.956537114992795
272,0.9450933883407352
273,0.9602402603813016
274,0.4500298305514385
275,0.9968681579103105
276,0.9641388543496032
277,0.9961194007056224
278,0.9965074637221777
279,0.824893807739197
280,0.29541862241683536
281,0.9998517921311942
282,0.9963267654808997
283,0.0761164072548618
284,0.8383156882187851
285,0.9938941350424546
286,0.9207253803353241
287,0.9989665510551649
288,0.9909324714038098
289,0.6616191795108042
290,0.9905233399125555
291,0.023369246868644944
292,0.6943221366074548
293,0.9979432112559132
294,0.9824130630673679
295,0.9921028594873059
296,0.10088737804812886
297,1.3020028924803917e-4
298,0.9715694531551992
299,0.04408014054170162
300,0.9972391630035887
301,0.3014109492023709
302,0.998879872738353
303,0.08451793018763143
304,0.27731831316583583
305,0.99443493882516
306,0.9520881415714543
307,0.907957929011064
308,0.9969760843587419
309,0.1677678783877743
310,0.859124126254028
311,0.9963935118959147
312,0.8416984161564035
313,0.9497140158163956
314,0.9621858580854084
315,0.9998703761757372
316,0.9956797180378331
317,0.3390570554416099
318,0.9695825970906281
319,0.11883073928870626
320,0.944879819159776
321,0.9864313312988829
322,0.0735287739799485
323,0.9996493491257147
324,0.8960387945600002
325,0.877116826615756
326,0.40723787618480445
327,0.9380767782160403
328,0.9905519877263496
329,0.9847674975406296
330,0.980662297041246
331,0.9970460991057335
